Obs.Number,ID,Date,Rank,Age,Srv.Branch,Major.Cause.of.Death,Minor.Cause.of.Death,Where,Hometown,State,Country,Julian
2757,2757,6/28/2006,Private 1st Class,21,U.S. Marine,Hostile,hostile fire,Al Taqaddum,Kirksville,Missouri,US,16980
2758,2759,6/29/2006,Corporal,21,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,San Francisco,California,US,16981
2759,2762,6/29/2006,Sergeant,23,U.S. Army,Hostile,hostile fire - small arms fire,Balad,Bells,Texas,US,16981
2760,2760,6/29/2006,Corporal,19,U.S. Army,Hostile,hostile fire - IED attack,"Brooke Army Med Center, TX",Lancaster,California,US,16981
2761,2761,6/29/2006,Specialist,19,U.S. Army National Guard,Hostile,hostile fire - IED attack,Mosul,Willmar,Minnesota,US,16981
2762,2758,6/29/2006,Sergeant,25,U.S. Army,Hostile,hostile fire - small arms fire,Mosul,Tampa,Florida,US,16981
2763,2763,7/1/2006,Airman 1st Class,22,U.S. Air Force,Non-hostile,homicide,Um Qasr,Glassboro,New Jersey,US,16983
2764,2765,7/2/2006,Sergeant,23,U.S. Marine,Hostile,hostile fire - IED attack,Fallujah,Vinita,Oklahoma,US,16984
2765,2764,7/2/2006,Private 1st Class,20,U.S. Army,Hostile,hostile fire - indirect fire,Taji,Staten Island,New York,US,16984
2766,2766,7/3/2006,Staff Sergeant,23,U.S. Army National Guard,Hostile,hostile fire - sniper fire,Mosul,Fort Wayne,Indiana,US,16985
2767,2769,7/8/2006,Corporal,22,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Rapid River,Michigan,US,16990
2768,2768,7/8/2006,Corporal,22,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Detroit Lakes,Minnesota,US,16990
2769,2767,7/8/2006,Staff Sergeant,27,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Mission,Texas,US,16990
2770,2770,7/9/2006,Specialist,21,U.S. Army,Non-hostile,NA,Baghdad,Holbrook,Arizona,US,16991
2771,2771,7/10/2006,Sergeant,31,U.S. Army National Guard,Hostile,hostile fire - IED attack,"Brooke Army Med Center, TX",Novi,Michigan,US,16992
2772,2772,7/12/2006,Sergeant,28,U.S. Army,Hostile,hostile fire - small arms fire,Mosul,New York,New York,US,16994
2773,2773,7/12/2006,Petty Officer 1st Class,44,U.S. Naval Reserve,Hostile,hostile fire - IED attack,Rawah,Aledo,Illinois,US,16994
2774,2774,7/13/2006,Sergeant,23,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Grand Rapids,Michigan,US,16995
2775,2775,7/14/2006,Sergeant,31,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Cottonwood,California,US,16996
2776,2776,7/15/2006,Specialist,21,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Woodlake,California,US,16997
2777,2777,7/15/2006,Sergeant,23,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Huntington Park,California,US,16997
2778,2778,7/15/2006,Corporal,29,British Army,Hostile,hostile fire - small arms fire,Basra,Belfast,Ireland,UK,16997
2779,2779,7/16/2006,Staff Sergeant,29,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Stockton,California,US,16998
2780,2782,7/17/2006,Staff Sergeant,39,U.S. Army,Hostile,hostile fire - sniper fire,Baghdad,Houston,Texas,US,16999
2781,2783,7/17/2006,Corporal,23,U.S. Army,Hostile,hostile fire - RPG attack,Bayji,Monticello,Indiana,US,16999
2782,2781,7/17/2006,Sergeant 1st Class,34,U.S. Army,Hostile,hostile fire - IED attack,Iskandariyah,Punxsutawney,Pennsylvania,US,16999
2783,2780,7/17/2006,Staff Sergeant,26,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Battle Creek,Michigan,US,16999
2784,2785,7/18/2006,Lance Corporal,20,U.S. Marine,Non-hostile,NA,Habbaniyah,Fitchburg,Massachusetts,US,17000
2785,2784,7/18/2006,Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Tucson,Arizona,US,17000
2786,2786,7/19/2006,Subsargento,41,El Salvadoran Army,Hostile,hostile fire - IED attack,Al Kut,Not reported yet,El Salvador,SAL,17001
2787,2788,7/20/2006,Private 1st Class,20,U.S. Army National Guard,Non-hostile,gun shot wound,Baghdad,Everton,Arkansas,US,17002
2788,2787,7/20/2006,Corporal,22,U.S. Marine,Hostile,hostile fire,Ramadi,Flushing,New York,US,17002
2789,2789,7/21/2006,Captain,29,U.S. Marine Reserve,Hostile,hostile fire,Al Taqaddum,Hampstead,North Carolina,US,17003
2790,2790,7/21/2006,Corporal,22,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Lexington Park,Maryland,US,17003
2791,2792,7/22/2006,Captain,35,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Fort Worth,Texas,US,17004
2792,2791,7/22/2006,Corporal,22,U.S. Army,Hostile,"hostile fire - small arms fire, IED",Baghdad,Ruckersville,Virginia,US,17004
2793,2793,7/22/2006,Staff Sergeant,25,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Rose Haven,Maryland,US,17004
2794,2794,7/24/2006,Specialist,24,U.S. Army,Hostile,hostile fire - small arms fire,Al Taqaddum,Hesperia,Michigan,US,17006
2795,2795,7/24/2006,Captain,28,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Pittsburgh,Pennsylvania,US,17006
2796,2796,7/24/2006,Corporal,27,U.S. Army National Guard,Hostile,hostile fire - IED attack,Tallil,Cedarburg,Wisconsin,US,17006
2797,2797,7/25/2006,Specialist,21,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Discovery Bay,California,US,17007
2798,2798,7/26/2006,Petty Officer 2nd Class,30,U.S. Navy,Non-hostile,ordnance accident,Baghdad,Towson,Maryland,US,17008
2799,2803,7/27/2006,Lance Corporal,22,U.S. Marine,Hostile,hostile fire - IED attack,Al Taqaddum,Frederick,Maryland,US,17009
2800,2799,7/27/2006,Deputy Sergeant,NA,El Salvadoran Army,Hostile,hostile fire - IED attack,Diwaniyah,Not reported yet,El Salvador,SAL,17009
2801,2800,7/27/2006,Corporal,21,U.S. Marine,Hostile,hostile fire,Ramadi,Delhi,Ohio,US,17009
2802,2802,7/27/2006,Lance Corporal,21,U.S. Marine,Hostile,hostile fire - IED attack,Ramadi,Cordova,Tennessee,US,17009
2803,2801,7/27/2006,Private 1st Class,21,U.S. Marine,Hostile,hostile fire - IED attack,Ramadi,Garner,North Carolina,US,17009
2804,2807,7/29/2006,Private 1st Class,21,U.S. Marine,Hostile,hostile fire - IED attack,Rawah,Forks,Washington,US,17011
2805,2806,7/29/2006,Corporal,28,U.S. Marine,Hostile,hostile fire - suicide car bomb,Rawah,Wolf Creek,Montana,US,17011
2806,2805,7/29/2006,Sergeant,27,U.S. Marine,Hostile,hostile fire - suicide car bomb,Rawah,Winter Haven,Florida,US,17011
2807,2804,7/29/2006,Lance Corporal,19,U.S. Marine,Hostile,hostile fire - suicide car bomb,Rawah,Clovis,California,US,17011
2808,2808,7/31/2006,Sergeant,20,U.S. Army National Guard,Hostile,hostile fire - IED attack,An Nasiriyah,Wayne,Nebraska,US,17013
2809,2809,8/1/2006,Corporal,29,British Army,Hostile,hostile fire - mortar attack,Basra,Pool-in-Wharfedale,England,UK,17014
2810,2810,8/1/2006,Specialist,37,U.S. Army,Hostile,hostile fire,Ramadi,New York,New York,US,17014
2811,2813,8/2/2006,Corporal,21,U.S. Marine,Hostile,hostile fire,Ramadi,Stow,Ohio,US,17015
2812,2814,8/2/2006,Petty Officer 2nd Class,28,U.S. Navy,Hostile,hostile fire - small arms fire,Ramadi,Hood River/Ashland,Oregon,US,17015
2813,2811,8/2/2006,Sergeant,23,U.S. Army National Guard,Hostile,hostile fire,Rawah,Martin,Tennessee,US,17015
2814,2812,8/2/2006,Sergeant,20,U.S. Army National Guard,Hostile,hostile fire - IED attack,Tikrit,Merrill,Wisconsin,US,17015
2815,2815,8/3/2006,Sergeant,23,U.S. Marine,Hostile,hostile fire,Al Taqaddum,Austin,Texas,US,17016
2816,2816,8/3/2006,Lance Corporal,24,U.S. Marine Reserve,Hostile,hostile fire,Fallujah,Springfield,Vermont,US,17016
2817,2819,8/4/2006,Sergeant,23,U.S. Army,Non-hostile,vehicle accident,Habbaniyah,Clovis,New Mexico,US,17017
2818,2818,8/4/2006,Staff Sergeant,30,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Enid,Oklahoma,US,17017
2819,2817,8/4/2006,Sergeant,22,U.S. Army,Hostile,"hostile fire - small arms fire, IED",Ramadi,Naperville,Illinois,US,17017
2820,2820,8/5/2006,Private 1st Class,20,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Hardin,Texas,US,17018
2821,2823,8/6/2006,Corporal,24,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Sunland Park,New Mexico,US,17019
2822,2822,8/6/2006,Sergeant,22,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,South Royalton,Vermont,US,17019
2823,2821,8/6/2006,Staff Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Grafton,West Virginia,US,17019
2824,2824,8/6/2006,Staff Sergeant,31,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Seattle,Washington,US,17019
2825,2829,8/9/2006,Sergeant,25,U.S. Army,Non-hostile,helicopter crash,Ar Rutbah,Trinity Center,California,US,17022
2826,2828,8/9/2006,Sergeant,26,U.S. Army,Non-hostile,helicopter crash,Ar Rutbah,Granite City,Illinois,US,17022
2827,2827,8/9/2006,Specialist,23,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Palmer,Alaska,US,17022
2828,2826,8/9/2006,Specialist,22,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Henderson,Nevada,US,17022
2829,2825,8/9/2006,1st Sergeant,43,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Hillsdale,Michigan,US,17022
2830,2830,8/10/2006,Lance Corporal,18,U.S. Marine,Hostile,hostile fire,Zella,Sun Valley,Nevada,US,17023
2831,2832,8/12/2006,Staff Sergeant,31,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Overland Park,Kansas,US,17025
2832,2831,8/12/2006,Staff Sergeant,24,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,San Antonio,Texas,US,17025
2833,2833,8/12/2006,Staff Sergeant,25,U.S. Army,Hostile,hostile fire - small arms fire,Balad,Fouke,Arkansas,US,17025
2834,2835,8/16/2006,Sergeant,29,U.S. Marine,Hostile,hostile fire,"Brooke Army Med Center, TX",St. Stephen,South Carolina,US,17029
2835,2836,8/16/2006,Lance Corporal,28,U.S. Marine Reserve,Hostile,hostile fire,Fallujah,Brooklyn,New York,US,17029
2836,2834,8/16/2006,Captain,30,U.S. Marine Reserve,Hostile,hostile fire,Fallujah,Brooklyn,New York,US,17029
2837,2837,8/16/2006,Staff Sergeant,32,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Waianae,Hawaii,US,17029
2838,2838,8/17/2006,Private 1st Class,19,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Cheyenne,Wyoming,US,17030
2839,2839,8/18/2006,Sergeant 1st Class,36,U.S. Army,Non-hostile,NA,Dubai,El Paso,Texas,US,17031
2840,2840,8/19/2006,Sergeant,28,U.S. Army,Hostile,hostile fire,Ramadi,Hoover,Alabama,US,17032
2841,2844,8/20/2006,Sergeant,23,U.S. Army,Hostile,hostile fire - small arms fire,Mosul,Paw Paw,Michigan,US,17033
2842,2842,8/20/2006,Corporal,21,U.S. Marine,Hostile,hostile fire,Rawah,Salt Lake City,Utah,US,17033
2843,2841,8/20/2006,Lance Corporal,21,U.S. Marine,Hostile,hostile fire,Rawah,Bend,Oregon,US,17033
2844,2843,8/20/2006,Hospitalman,20,U.S. Navy,Hostile,hostile fire - IED attack,Rawah,Tucson,Arizona,US,17033
2845,2845,8/21/2006,Master Sergeant,37,U.S. Air Force,Hostile,hostile fire - IED attack,Taji,Chillicothe,Ohio,US,17034
2846,2846,8/22/2006,Chief Petty Officer,34,U.S. Navy,Hostile,hostile fire - IED attack,Al Anbar Province,Lansing,Michigan,US,17035
2847,2848,8/23/2006,Lance Corporal,21,U.S. Marine,Hostile,hostile fire,Al Karmah,Murfreesboro,Tennessee,US,17036
2848,2847,8/23/2006,Specialist,24,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Gaithersburg,Maryland,US,17036
2849,2849,8/24/2006,Private 1st Class,26,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Hospers,Iowa,US,17037
2850,2850,8/24/2006,Sergeant,23,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Meridian,Idaho,US,17037
